seed,oracle_type,noise_rate,ratio,checkpoint,cumulative_gt_acc,recent_50_gt_acc,w_frobenius,w_max,w_entropy,grad_mag_f0,grad_mag_f1,grad_mag_f2,grad_mag_f3,grad_mag_f4,grad_mag_f5,gt_acc_credential,gt_acc_threat,gt_acc_lateral,gt_acc_exfil,gt_acc_insider
123,bernoulli,-1.0,3.0,400,0.4925,0.74,1.080033,0.494126,1.385973,0.012077,0.015506,0.015463,0.019903,0.009551,0.008235,0.739726,0.428571,0.356164,0.46988,0.482759
123,bernoulli,-1.0,3.0,700,0.454286,0.44,1.066745,0.482418,1.385829,0.012385,0.013935,0.015871,0.016654,0.009964,0.008946,0.671642,0.355705,0.365672,0.453901,0.43662
123,bernoulli,-1.0,3.0,1000,0.457,0.38,1.178882,0.422528,1.384281,0.011795,0.015503,0.012456,0.018079,0.009032,0.010533,0.645,0.385,0.385,0.43,0.44
456,bernoulli,-1.0,3.0,50,0.6,0.6,2.03495,0.90084,1.385536,0.013139,0.016795,0.015518,0.019462,0.012473,0.01139,0.75,0.555556,0.230769,0.75,0.875
456,bernoulli,-1.0,3.0,100,0.54,0.48,1.892446,0.95365,1.385206,0.011199,0.016413,0.01552,0.019634,0.010026,0.00965,0.75,0.45,0.263158,0.608696,0.636364
456,bernoulli,-1.0,3.0,200,0.6,0.64,1.675297,0.794337,1.38499,0.010627,0.019139,0.01542,0.020763,0.008665,0.007575,0.823529,0.527778,0.465116,0.521739,0.707317
456,bernoulli,-1.0,3.0,400,0.585,0.52,1.574533,0.910643,1.381005,0.014081,0.019402,0.019799,0.023476,0.010985,0.010992,0.746667,0.532468,0.4125,0.544304,0.685393
456,bernoulli,-1.0,3.0,700,0.592857,0.66,1.506843,0.747804,1.384267,0.010433,0.016774,0.017315,0.01823,0.01148,0.011728,0.776119,0.554745,0.440559,0.536232,0.662162
456,bernoulli,-1.0,3.0,1000,0.548,0.36,1.636942,0.637185,1.382294,0.009499,0.019644,0.014246,0.017374,0.010545,0.010316,0.74,0.55,0.385,0.465,0.6
789,bernoulli,-1.0,3.0,50,0.52,0.52,2.12556,0.938061,1.381832,0.013464,0.024126,0.016147,0.024375,0.006046,0.004997,0.454545,0.777778,0.4,0.555556,0.285714
789,bernoulli,-1.0,3.0,100,0.57,0.62,2.234047,1.020449,1.380894,0.008938,0.015861,0.014218,0.016922,0.008145,0.007958,0.5,0.583333,0.5,0.62069,0.571429
789,bernoulli,-1.0,3.0,200,0.54,0.48,1.952301,1.042945,1.375643,0.010856,0.016212,0.01915,0.017247,0.009911,0.00796,0.666667,0.52381,0.458333,0.568627,0.468085
789,bernoulli,-1.0,3.0,400,0.45,0.36,1.77016,1.059531,1.371451,0.012561,0.017433,0.013568,0.019496,0.010219,0.01051,0.746667,0.506173,0.231884,0.430233,0.337079
789,bernoulli,-1.0,3.0,700,0.451429,0.36,1.733367,1.036821,1.377011,0.009974,0.013167,0.017874,0.014325,0.00959,0.008681,0.779412,0.461538,0.28777,0.376712,0.360294
789,bernoulli,-1.0,3.0,1000,0.442,0.5,1.847774,0.988047,1.381199,0.012739,0.013725,0.014655,0.015601,0.011822,0.010802,0.735,0.425,0.28,0.38,0.39
1024,bernoulli,-1.0,3.0,50,0.62,0.62,2.291396,0.959623,1.385155,0.012299,0.01548,0.013078,0.016003,0.012962,0.01197,0.785714,0.692308,0.857143,0.571429,0.111111
1024,bernoulli,-1.0,3.0,100,0.61,0.6,2.395052,1.020436,1.383813,0.007858,0.016408,0.010791,0.015468,0.009215,0.008292,0.730769,0.619048,0.714286,0.555556,0.428571
1024,bernoulli,-1.0,3.0,200,0.6,0.62,2.05727,0.935555,1.384474,0.015649,0.016675,0.01545,0.018755,0.014562,0.012541,0.795455,0.5,0.722222,0.513514,0.463415
1024,bernoulli,-1.0,3.0,400,0.5425,0.54,1.508749,0.622474,1.384565,0.010717,0.015196,0.017319,0.018328,0.006755,0.00586,0.683544,0.4875,0.611765,0.5,0.425
1024,bernoulli,-1.0,3.0,700,0.517143,0.4,1.095065,0.422953,1.383404,0.009443,0.020822,0.017427,0.023747,0.007963,0.005797,0.646617,0.486111,0.544218,0.442029,0.471014
1024,bernoulli,-1.0,3.0,1000,0.476,0.3,1.33116,0.61656,1.383858,0.011834,0.015185,0.015815,0.01655,0.011891,0.01138,0.61,0.485,0.515,0.37,0.4
2048,bernoulli,-1.0,3.0,50,0.58,0.58,2.143296,0.834526,1.382903,0.015604,0.014461,0.016602,0.019225,0.011861,0.011133,0.909091,0.583333,0.444444,0.444444,0.444444
2048,bernoulli,-1.0,3.0,100,0.53,0.48,2.141679,0.937679,1.380866,0.009832,0.016584,0.015818,0.018548,0.007601,0.007267,0.833333,0.5,0.521739,0.3125,0.473684
2048,bernoulli,-1.0,3.0,200,0.54,0.64,1.776084,0.932978,1.378528,0.011075,0.018649,0.013041,0.01929,0.010059,0.008786,0.763158,0.52381,0.488372,0.485714,0.452381
2048,bernoulli,-1.0,3.0,400,0.5375,0.46,1.432091,0.790134,1.38354,0.010849,0.019708,0.015858,0.018376,0.009385,0.009273,0.75641,0.52439,0.433735,0.493151,0.488095
2048,bernoulli,-1.0,3.0,700,0.508571,0.34,1.350608,0.822804,1.383578,0.010527,0.018136,0.013967,0.017735,0.009236,0.01006,0.759124,0.523179,0.411765,0.406015,0.440559
2048,bernoulli,-1.0,3.0,1000,0.51,0.5,1.540538,0.691976,1.38373,0.011977,0.019079,0.014363,0.019506,0.008918,0.008895,0.77,0.52,0.41,0.415,0.435
3072,bernoulli,-1.0,3.0,50,0.66,0.66,2.29562,0.946983,1.385777,0.01158,0.015332,0.016459,0.018036,0.009984,0.009637,0.857143,0.727273,0.714286,0.363636,0.714286
3072,bernoulli,-1.0,3.0,100,0.63,0.6,2.095242,0.948511,1.386222,0.011402,0.017821,0.015949,0.018258,0.010912,0.010721,0.764706,0.625,0.714286,0.454545,0.652174
3072,bernoulli,-1.0,3.0,200,0.59,0.56,1.438796,0.804201,1.385367,0.01298,0.019794,0.015216,0.021755,0.011583,0.010356,0.78125,0.5,0.589744,0.465116,0.675
3072,bernoulli,-1.0,3.0,400,0.555,0.64,1.371826,0.888011,1.380822,0.012361,0.012016,0.011894,0.012801,0.013483,0.012158,0.753247,0.481928,0.561644,0.381579,0.593407
3072,bernoulli,-1.0,3.0,700,0.508571,0.48,1.125491,0.454557,1.383865,0.011609,0.019948,0.020874,0.018549,0.009768,0.008301,0.710145,0.429577,0.468966,0.395349,0.534247
3072,bernoulli,-1.0,3.0,1000,0.482,0.5,1.273039,0.557203,1.38387,0.011848,0.017814,0.016305,0.019653,0.008912,0.009336,0.66,0.42,0.47,0.365,0.495
4096,bernoulli,-1.0,3.0,50,0.54,0.54,2.153878,0.921684,1.382971,0.01179,0.020773,0.016142,0.022419,0.00858,0.009459,0.7,0.0,0.384615,0.727273,0.7
4096,bernoulli,-1.0,3.0,100,0.59,0.64,1.948159,0.848174,1.38466,0.013236,0.015036,0.01603,0.018923,0.01218,0.012055,0.818182,0.333333,0.5,0.705882,0.541667
4096,bernoulli,-1.0,3.0,200,0.585,0.54,1.563633,0.773111,1.384635,0.013301,0.021316,0.016742,0.023193,0.011855,0.011314,0.75,0.5,0.547619,0.564103,0.533333
4096,bernoulli,-1.0,3.0,400,0.53,0.46,1.253687,0.6428,1.38399,0.011288,0.014473,0.014819,0.017201,0.010292,0.009154,0.759036,0.474359,0.441558,0.507042,0.461538
4096,bernoulli,-1.0,3.0,700,0.517143,0.4,1.085853,0.414058,1.384922,0.011578,0.022075,0.016088,0.024114,0.009043,0.00699,0.746479,0.450704,0.432624,0.474074,0.478571
4096,bernoulli,-1.0,3.0,1000,0.492,0.4,1.511889,0.603251,1.386088,0.012031,0.015133,0.017044,0.018212,0.010103,0.010276,0.72,0.425,0.4,0.455,0.46
5120,bernoulli,-1.0,3.0,50,0.56,0.56,2.212634,0.812353,1.385053,0.01165,0.017206,0.014354,0.019527,0.011188,0.00956,0.625,0.454545,0.461538,0.666667,0.666667
5120,bernoulli,-1.0,3.0,100,0.57,0.58,2.093305,0.776641,1.385868,0.010276,0.015196,0.015657,0.017332,0.009947,0.009744,0.583333,0.538462,0.565217,0.545455,0.607143
5120,bernoulli,-1.0,3.0,200,0.56,0.62,1.807314,0.808227,1.385208,0.011281,0.020763,0.013639,0.019399,0.011827,0.010357,0.658537,0.525,0.529412,0.5,0.571429
5120,bernoulli,-1.0,3.0,400,0.5475,0.46,1.224057,0.576952,1.383197,0.011711,0.016005,0.015703,0.019234,0.00767,0.007235,0.723684,0.516854,0.544118,0.469136,0.5
5120,bernoulli,-1.0,3.0,700,0.498571,0.5,1.283005,0.518843,1.383854,0.010629,0.0163,0.014549,0.017235,0.011488,0.009977,0.722628,0.435374,0.466165,0.423358,0.452055
5120,bernoulli,-1.0,3.0,1000,0.49,0.38,1.790375,0.611845,1.384276,0.01042,0.014485,0.010854,0.015797,0.011819,0.011218,0.735,0.45,0.445,0.38,0.44
6144,bernoulli,-1.0,3.0,50,0.64,0.64,2.199957,0.810199,1.384808,0.011272,0.018936,0.011701,0.018325,0.011072,0.012106,0.846154,0.375,0.625,0.583333,0.666667
6144,bernoulli,-1.0,3.0,100,0.62,0.6,2.120832,0.966048,1.380059,0.012883,0.01814,0.01398,0.018243,0.010475,0.009162,0.769231,0.444444,0.571429,0.545455,0.7
6144,bernoulli,-1.0,3.0,200,0.535,0.46,1.975671,0.906828,1.382537,0.010323,0.018035,0.014971,0.018373,0.008263,0.007044,0.756098,0.333333,0.522727,0.513514,0.511111
6144,bernoulli,-1.0,3.0,400,0.5225,0.44,1.449527,0.871873,1.379519,0.010174,0.02009,0.016939,0.022706,0.009386,0.009077,0.686747,0.405405,0.519481,0.481481,0.505882
6144,bernoulli,-1.0,3.0,700,0.481429,0.3,1.276655,0.641178,1.385061,0.010264,0.015541,0.014029,0.016659,0.00916,0.008215,0.691729,0.385185,0.466216,0.460432,0.413793
6144,bernoulli,-1.0,3.0,1000,0.493,0.46,1.519998,0.680032,1.38251,0.01152,0.018682,0.018593,0.021018,0.006308,0.007598,0.63,0.415,0.48,0.47,0.47
42,bernoulli,-1.0,5.0,50,0.58,0.58,1.713339,0.849879,1.38246,0.019119,0.027117,0.023901,0.034376,0.013959,0.012041,0.4,0.538462,0.428571,0.666667,0.7
42,bernoulli,-1.0,5.0,100,0.51,0.44,1.280835,0.726447,1.38341,0.019406,0.022623,0.025316,0.027141,0.013063,0.01261,0.777778,0.481481,0.294118,0.52381,0.470588
42,bernoulli,-1.0,5.0,200,0.455,0.42,1.380678,0.617419,1.379597,0.013784,0.030031,0.027467,0.030522,0.01345,0.010464,0.771429,0.465116,0.27907,0.363636,0.457143
42,bernoulli,-1.0,5.0,400,0.425,0.26,2.710275,0.835515,1.385651,0.020306,0.025877,0.028652,0.030278,0.014791,0.013431,0.634146,0.440476,0.266667,0.353659,0.415584
42,bernoulli,-1.0,5.0,700,0.375714,0.44,4.438065,1.324741,1.385742,0.01759,0.021119,0.023925,0.023792,0.016259,0.013723,0.496454,0.372263,0.268116,0.369863,0.369565
42,bernoulli,-1.0,5.0,1000,0.335,0.3,6.066516,1.756525,1.385463,0.015836,0.018455,0.021662,0.024861,0.013655,0.012052,0.445,0.335,0.24,0.325,0.33
123,bernoulli,-1.0,5.0,50,0.5,0.5,1.837115,0.760914,1.384153,0.012207,0.028914,0.018636,0.028827,0.014402,0.01588,0.75,0.333333,0.428571,0.636364,0.375
123,bernoulli,-1.0,5.0,100,0.44,0.38,1.284803,0.546314,1.385013,0.014169,0.024266,0.026915,0.025418,0.016027,0.012077,0.666667,0.294118,0.384615,0.45,0.421053
123,bernoulli,-1.0,5.0,200,0.41,0.38,1.005232,0.414398,1.384593,0.010828,0.020459,0.019286,0.022121,0.008462,0.007711,0.59375,0.465116,0.333333,0.363636,0.333333
123,bernoulli,-1.0,5.0,400,0.425,0.66,1.967386,0.823595,1.385661,0.016542,0.021809,0.021329,0.028207,0.013471,0.011368,0.575342,0.380952,0.369863,0.373494,0.436782
123,bernoulli,-1.0,5.0,700,0.37,0.36,3.695419,1.233817,1.384826,0.016913,0.018559,0.021327,0.023035,0.013668,0.011927,0.514925,0.302013,0.350746,0.326241,0.366197
123,bernoulli,-1.0,5.0,1000,0.348,0.26,5.394865,1.670769,1.384005,0.015726,0.021584,0.017201,0.024447,0.01205,0.014239,0.455,0.285,0.33,0.325,0.345
456,bernoulli,-1.0,5.0,50,0.62,0.62,1.567092,0.693096,1.385614,0.019585,0.024264,0.021888,0.028888,0.018204,0.016554,0.75,0.555556,0.307692,0.666667,1.0
456,bernoulli,-1.0,5.0,100,0.52,0.42,1.148845,0.629613,1.384876,0.015126,0.024304,0.021116,0.028328,0.013435,0.013136,0.75,0.45,0.263158,0.521739,0.636364
456,bernoulli,-1.0,5.0,200,0.555,0.56,0.933512,0.374748,1.385006,0.014854,0.027508,0.022111,0.030045,0.011996,0.010386,0.794118,0.5,0.395349,0.5,0.634146
456,bernoulli,-1.0,5.0,400,0.4825,0.32,2.187269,0.804398,1.383438,0.02095,0.029389,0.029153,0.035242,0.015313,0.015492,0.506667,0.480519,0.3625,0.493671,0.561798
456,bernoulli,-1.0,5.0,700,0.421429,0.26,4.450214,1.49762,1.386155,0.014087,0.02407,0.024916,0.02572,0.016516,0.01653,0.462687,0.430657,0.328671,0.398551,0.486486
456,bernoulli,-1.0,5.0,1000,0.352,0.14,5.954636,1.926281,1.385917,0.012613,0.027383,0.019537,0.023524,0.015385,0.015233,0.36,0.345,0.295,0.35,0.41
789,bernoulli,-1.0,5.0,50,0.56,0.56,1.836323,0.919328,1.380157,0.019167,0.036562,0.023251,0.036342,0.00802,0.006541,0.636364,0.777778,0.6,0.5,0.285714
789,bernoulli,-1.0,5.0,100,0.53,0.5,1.821903,0.960169,1.381087,0.011343,0.02169,0.018507,0.022372,0.009898,0.009791,0.625,0.541667,0.7,0.482759,0.428571
789,bernoulli,-1.0,5.0,200,0.485,0.4,1.455556,0.823552,1.377871,0.014905,0.02332,0.028819,0.024368,0.013668,0.010464,0.722222,0.452381,0.458333,0.470588,0.361702
789,bernoulli,-1.0,5.0,400,0.445,0.5,2.083659,0.7576,1.381876,0.017546,0.025002,0.018428,0.028218,0.014386,0.014745,0.786667,0.45679,0.246377,0.406977,0.337079
789,bernoulli,-1.0,5.0,700,0.414286,0.3,4.102439,1.463793,1.386033,0.013826,0.016978,0.024571,0.018678,0.013132,0.01201,0.720588,0.391608,0.294964,0.342466,0.330882
789,bernoulli,-1.0,5.0,1000,0.37,0.26,5.55963,1.84671,1.38357,0.016947,0.019544,0.020737,0.021576,0.016177,0.014217,0.575,0.38,0.265,0.315,0.315
1024,bernoulli,-1.0,5.0,50,0.6,0.6,1.982335,1.010276,1.385477,0.016653,0.021642,0.01748,0.022305,0.017934,0.016569,0.785714,0.461538,0.857143,0.571429,0.333333
1024,bernoulli,-1.0,5.0,100,0.6,0.6,1.91767,0.995303,1.384887,0.008809,0.022556,0.013518,0.019944,0.011787,0.010385,0.730769,0.47619,0.642857,0.611111,0.52381
1024,bernoulli,-1.0,5.0,200,0.58,0.62,1.04122,0.604262,1.386049,0.022728,0.024671,0.023257,0.026627,0.021366,0.018093,0.75,0.380952,0.722222,0.486486,0.560976
1024,bernoulli,-1.0,5.0,400,0.49,0.48,1.381557,0.662153,1.385469,0.013716,0.020835,0.024134,0.025431,0.008545,0.007303,0.620253,0.3875,0.552941,0.421053,0.4625
1024,bernoulli,-1.0,5.0,700,0.4,0.32,4.435853,1.541554,1.384624,0.013029,0.031008,0.024999,0.035359,0.011119,0.008192,0.488722,0.340278,0.455782,0.333333,0.384058
1024,bernoulli,-1.0,5.0,1000,0.366,0.18,6.188068,1.919338,1.385111,0.016893,0.021091,0.022385,0.023148,0.017003,0.01636,0.42,0.365,0.43,0.29,0.325
2048,bernoulli,-1.0,5.0,50,0.54,0.54,1.732133,0.70396,1.383919,0.021935,0.020643,0.024277,0.027645,0.016685,0.015532,0.909091,0.416667,0.444444,0.444444,0.444444
2048,bernoulli,-1.0,5.0,100,0.54,0.54,1.539798,0.768283,1.382875,0.012911,0.023696,0.02111,0.026097,0.009327,0.009254,0.833333,0.5,0.565217,0.3125,0.473684
2048,bernoulli,-1.0,5.0,200,0.52,0.58,1.028943,0.609158,1.382358,0.015165,0.027191,0.017273,0.027789,0.013202,0.011552,0.710526,0.52381,0.44186,0.428571,0.5
2048,bernoulli,-1.0,5.0,400,0.465,0.36,2.033605,0.867685,1.384372,0.015645,0.028158,0.022601,0.025588,0.012829,0.012809,0.628205,0.47561,0.373494,0.383562,0.464286
2048,bernoulli,-1.0,5.0,700,0.401429,0.3,3.777341,1.224874,1.384925,0.01409,0.02545,0.019614,0.02403,0.012652,0.013897,0.459854,0.417219,0.367647,0.353383,0.405594
2048,bernoulli,-1.0,5.0,1000,0.366,0.26,5.52467,1.728387,1.385029,0.016984,0.027858,0.019654,0.028018,0.011502,0.011679,0.41,0.395,0.335,0.325,0.365
3072,bernoulli,-1.0,5.0,50,0.62,0.62,1.951358,0.83418,1.385831,0.01635,0.021211,0.022146,0.024873,0.0143,0.013383,0.857143,0.727273,0.571429,0.454545,0.571429
3072,bernoulli,-1.0,5.0,100,0.57,0.52,1.417247,0.772875,1.385928,0.016175,0.025035,0.022376,0.025521,0.01582,0.015293,0.764706,0.541667,0.642857,0.454545,0.521739
3072,bernoulli,-1.0,5.0,200,0.535,0.46,0.754709,0.269756,1.386064,0.018485,0.029017,0.021793,0.03176,0.016272,0.014376,0.65625,0.456522,0.538462,0.488372,0.575
3072,bernoulli,-1.0,5.0,400,0.4375,0.4,1.756223,0.720096,1.385285,0.01624,0.016341,0.015545,0.016974,0.018246,0.016162,0.519481,0.445783,0.465753,0.342105,0.417582
3072,bernoulli,-1.0,5.0,700,0.352857,0.3,4.129944,1.36043,1.386049,0.016461,0.029746,0.031271,0.027097,0.013795,0.011758,0.398551,0.34507,0.351724,0.310078,0.356164
3072,bernoulli,-1.0,5.0,1000,0.305,0.18,5.919044,1.816956,1.382244,0.016174,0.026137,0.023004,0.02847,0.011553,0.012155,0.375,0.29,0.32,0.235,0.305
4096,bernoulli,-1.0,5.0,50,0.52,0.52,1.76512,0.848837,1.383137,0.016892,0.030873,0.023354,0.033214,0.011442,0.01324,0.6,0.0,0.384615,0.727273,0.7
4096,bernoulli,-1.0,5.0,100,0.56,0.6,1.362791,0.726646,1.385476,0.01876,0.022039,0.023076,0.028011,0.016903,0.016993,0.681818,0.266667,0.5,0.705882,0.583333
4096,bernoulli,-1.0,5.0,200,0.53,0.5,1.255081,0.611424,1.385075,0.019445,0.032095,0.024711,0.034878,0.017622,0.016738,0.659091,0.433333,0.47619,0.487179,0.555556
